year,contract_id,C-Adult BMI Assessment,C-Annual Flu Vaccine,C-Breast Cancer Screening,C-Call Center - Foreign Language Interpreter and TTY Availability,C-Care Coordination,C-Care for Older Adults - Functional Status Assessment,C-Care for Older Adults - Medication Review,C-Care for Older Adults - Pain Assessment,C-Colorectal Cancer Screening,C-Complaints about the Health Plan,C-Customer Service,C-Diabetes Care - Blood Sugar Controlled,C-Diabetes Care - Eye Exam,C-Diabetes Care - Kidney Disease Monitoring,C-Getting Appointments and Care Quickly,C-Getting Needed Care,C-Health Plan Quality Improvement,C-Improving Bladder Control,C-Improving or Maintaining Mental Health,C-Improving or Maintaining Physical Health,C-Medication Reconciliation Post-Discharge,C-Members Choosing to Leave the Plan,C-Monitoring Physical Activity,C-Osteoporosis Management in Women who had a Fracture,C-Plan All-Cause Readmissions,C-Plan Makes Timely Decisions about Appeals,C-Rating of Health Care Quality,C-Rating of Health Plan,C-Reducing the Risk of Falling,C-Reviewing Appeals Decisions,C-Rheumatoid Arthritis Management,C-Special Needs Plan (SNP) Care Management,C-Statin Therapy for Patients with Cardiovascular Disease,D-Appeals Auto-Forward,D-Appeals Upheld,D-Call Center - Foreign Language Interpreter and TTY Availability,D-Complaints about the Drug Plan,D-Drug Plan Quality Improvement,D-Getting Needed Prescription Drugs,D-MPF Price Accuracy,D-MTM Program Completion Rate for CMR,D-Medication Adherence for Cholesterol (Statins),D-Medication Adherence for Diabetes Medications,D-Medication Adherence for Hypertension (RAS antagonists),D-Members Choosing to Leave the Plan,D-Rating of Drug Plan,D-Statin Use in Persons with Diabetes (SUPD),Financial Reasons for Disenrollment,Problems Getting Information and Help from the Plan,"Problems Getting Needed Care, Coverage, and Cost Information",Problems with Coverage of Doctors and Hospitals,Problems with Prescription Drug Benefits and Coverage
2021,H5117,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,100.0,,79.0,74.0,83.0,,,65.0,,,,,
2021,H5126,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
2021,H5140,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2021,H5141,99.0,70.0,74.0,98.0,82.0,,,,73.0,0.29,88.0,84.0,76.0,98.0,76.0,80.0,,33.0,78.0,67.0,63.0,13.0,55.0,68.0,,93.0,85.0,87.0,70.0,93.0,75.0,,79.0,0.3,84.0,98.0,0.29,,87.0,99.0,80.0,77.0,81.0,81.0,13.0,85.0,82.0,27.0,19.0,27.0,32.0,17.0
2021,H5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5178,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
2021,H5190,97.0,57.0,69.0,95.0,85.0,87.0,94.0,89.0,68.0,1.04,91.0,74.0,77.0,95.0,78.0,,,,98.0,57.0,44.0,32.0,54.0,,,,85.0,85.0,68.0,,,63.0,78.0,9.0,,97.0,1.04,,,99.0,92.0,77.0,82.0,78.0,32.0,86.0,83.0,16.0,23.0,25.0,41.0,
2021,H5199,,,,98.0,,,,,,,,,,,,,,,,,,31.0,47.0,,,,,,,,,,,,,97.0,,,,99.0,90.0,84.0,83.0,85.0,31.0,,74.0,,,,,
2021,H5209,98.0,84.0,63.0,95.0,88.0,100.0,97.0,100.0,70.0,0.0,91.0,70.0,75.0,94.0,83.0,85.0,,58.0,79.0,66.0,86.0,3.0,55.0,,,,87.0,86.0,86.0,,,99.0,76.0,4.7,,97.0,0.0,,90.0,98.0,85.0,90.0,88.0,87.0,3.0,91.0,85.0,,,,,
2021,H5211,96.0,79.0,82.0,91.0,89.0,55.0,94.0,59.0,75.0,0.01,92.0,84.0,78.0,96.0,85.0,86.0,,45.0,84.0,67.0,74.0,2.0,49.0,22.0,,100.0,88.0,88.0,48.0,85.0,86.0,79.0,80.0,0.3,,84.0,0.01,,92.0,99.0,77.0,89.0,90.0,91.0,2.0,83.0,82.0,34.0,8.0,11.0,17.0,9.0
2021,H5215,99.0,77.0,80.0,100.0,89.0,97.0,98.0,99.0,79.0,0.04,90.0,90.0,78.0,97.0,83.0,85.0,,48.0,82.0,69.0,86.0,7.0,55.0,26.0,,97.0,88.0,86.0,54.0,83.0,87.0,69.0,79.0,1.8,81.0,98.0,0.04,,93.0,99.0,88.0,89.0,89.0,90.0,7.0,85.0,84.0,28.0,7.0,11.0,13.0,6.0
2021,H5216,99.0,77.0,75.0,100.0,87.0,,,,79.0,0.11,90.0,86.0,73.0,96.0,79.0,86.0,,42.0,82.0,69.0,78.0,9.0,53.0,46.0,,95.0,87.0,86.0,53.0,95.0,81.0,78.0,82.0,3.0,87.0,98.0,0.11,,90.0,99.0,83.0,86.0,86.0,87.0,9.0,83.0,81.0,30.0,13.0,17.0,21.0,12.0
2021,H5232,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,
2021,H5253,99.0,75.0,78.0,97.0,87.0,90.0,95.0,97.0,80.0,0.09,91.0,83.0,76.0,97.0,81.0,85.0,,40.0,78.0,69.0,65.0,8.0,50.0,45.0,,99.0,88.0,87.0,58.0,99.0,82.0,74.0,81.0,0.1,98.0,97.0,0.09,,90.0,99.0,81.0,86.0,85.0,86.0,8.0,84.0,81.0,24.0,12.0,21.0,22.0,10.0
2021,H5256,98.0,75.0,73.0,,90.0,,,,72.0,0.0,94.0,87.0,84.0,95.0,85.0,87.0,,38.0,82.0,68.0,,1.0,45.0,,,,90.0,93.0,56.0,,,,,,,,,,,,,,,,,,,,,,,
2021,H5262,98.0,83.0,85.0,97.0,90.0,,,,80.0,0.05,94.0,90.0,85.0,96.0,84.0,88.0,,49.0,83.0,70.0,86.0,2.0,54.0,47.0,,97.0,91.0,91.0,52.0,83.0,88.0,,78.0,3.8,80.0,87.0,0.05,,95.0,99.0,23.0,91.0,91.0,92.0,2.0,90.0,89.0,25.0,11.0,14.0,28.0,10.0
2021,H5264,98.0,80.0,79.0,,88.0,,,,82.0,0.03,91.0,90.0,90.0,96.0,86.0,86.0,,44.0,85.0,68.0,,2.0,49.0,,,98.0,90.0,92.0,55.0,93.0,,,,,,,,,,,,,,,,,,,,,,
2021,H5273,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,99.0,80.0,86.0,73.0,86.0,,,75.0,,,,,
2021,H5280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5294,98.0,77.0,72.0,95.0,84.0,98.0,100.0,98.0,71.0,0.71,92.0,72.0,77.0,97.0,78.0,86.0,,53.0,76.0,66.0,52.0,24.0,60.0,,,,86.0,88.0,83.0,,,88.0,94.0,13.8,,97.0,0.71,,90.0,99.0,92.0,83.0,86.0,83.0,24.0,89.0,89.0,13.0,21.0,22.0,33.0,19.0
2021,H5296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5302,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,97.0,,,,99.0,73.0,86.0,96.0,88.0,,,89.0,,,,,
2021,H5322,98.0,70.0,70.0,,85.0,86.0,93.0,96.0,78.0,0.29,92.0,83.0,82.0,97.0,77.0,83.0,,43.0,75.0,73.0,58.0,19.0,53.0,43.0,,100.0,85.0,88.0,70.0,100.0,82.0,71.0,85.0,0.3,,,0.29,,91.0,99.0,85.0,83.0,83.0,82.0,19.0,85.0,83.0,8.0,14.0,20.0,26.0,
2021,H5325,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,97.0,,,,100.0,77.0,87.0,85.0,88.0,,,82.0,,,,,
2021,H5337,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,97.0,,,,100.0,,,,,,,,,,,,
2021,H5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5377,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,99.0,,89.0,89.0,95.0,,,66.0,,,,,
2021,H5386,100.0,78.0,88.0,90.0,88.0,,,,81.0,0.25,92.0,94.0,78.0,99.0,80.0,84.0,,51.0,88.0,69.0,65.0,3.0,60.0,,,100.0,90.0,91.0,47.0,96.0,,,89.0,16.4,,92.0,0.25,,90.0,100.0,81.0,84.0,85.0,88.0,3.0,88.0,82.0,,,,,
2021,H5398,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2021,H5410,100.0,81.0,89.0,96.0,93.0,97.0,97.0,98.0,92.0,0.12,96.0,90.0,92.0,99.0,84.0,92.0,,48.0,85.0,67.0,95.0,8.0,60.0,81.0,,100.0,95.0,95.0,70.0,98.0,89.0,75.0,90.0,1.7,89.0,98.0,0.12,,94.0,100.0,94.0,88.0,92.0,92.0,8.0,94.0,92.0,14.0,17.0,22.0,37.0,12.0
2021,H5420,99.0,47.0,86.0,96.0,87.0,96.0,97.0,98.0,87.0,0.1,91.0,90.0,83.0,99.0,75.0,82.0,,,72.0,79.0,82.0,14.0,64.0,82.0,,99.0,89.0,90.0,64.0,99.0,78.0,71.0,84.0,0.0,100.0,97.0,0.1,,89.0,99.0,84.0,82.0,87.0,88.0,14.0,87.0,85.0,20.0,11.0,13.0,24.0,17.0
2021,H5422,95.0,66.0,72.0,98.0,87.0,77.0,84.0,90.0,70.0,1.28,91.0,75.0,71.0,95.0,77.0,82.0,,43.0,84.0,73.0,38.0,33.0,52.0,,,95.0,84.0,84.0,52.0,95.0,78.0,68.0,80.0,0.0,,99.0,1.28,,91.0,99.0,89.0,74.0,77.0,77.0,33.0,84.0,78.0,24.0,19.0,28.0,42.0,
2021,H5425,99.0,75.0,80.0,97.0,84.0,97.0,97.0,99.0,81.0,0.11,92.0,92.0,90.0,99.0,76.0,82.0,,48.0,84.0,72.0,77.0,7.0,53.0,59.0,,99.0,86.0,90.0,57.0,94.0,76.0,80.0,75.0,1.1,100.0,98.0,0.11,,91.0,99.0,63.0,85.0,85.0,87.0,7.0,89.0,84.0,24.0,12.0,14.0,23.0,12.0
2021,H5427,100.0,66.0,86.0,89.0,84.0,97.0,98.0,98.0,86.0,0.11,90.0,89.0,85.0,99.0,79.0,83.0,,45.0,80.0,69.0,77.0,14.0,55.0,89.0,,98.0,85.0,88.0,59.0,99.0,85.0,90.0,78.0,0.0,100.0,63.0,0.11,,92.0,98.0,85.0,85.0,87.0,87.0,14.0,89.0,90.0,16.0,12.0,23.0,28.0,7.0
2021,H5430,96.0,60.0,67.0,98.0,86.0,83.0,89.0,89.0,58.0,0.91,88.0,70.0,76.0,95.0,76.0,83.0,,43.0,75.0,69.0,71.0,19.0,46.0,,,,83.0,85.0,66.0,,,60.0,76.0,0.0,,97.0,0.91,,89.0,99.0,84.0,82.0,84.0,83.0,19.0,87.0,79.0,4.0,19.0,36.0,35.0,
2021,H5431,99.0,50.0,86.0,89.0,92.0,,,,88.0,0.1,94.0,89.0,93.0,99.0,82.0,90.0,,,86.0,75.0,87.0,15.0,66.0,51.0,,99.0,95.0,94.0,83.0,95.0,96.0,,88.0,4.6,100.0,84.0,0.1,,,100.0,80.0,88.0,92.0,92.0,15.0,92.0,92.0,8.0,18.0,27.0,40.0,
2021,H5433,97.0,71.0,71.0,89.0,84.0,77.0,91.0,90.0,68.0,0.16,88.0,79.0,73.0,96.0,79.0,84.0,,,,,52.0,34.0,53.0,,,86.0,86.0,86.0,,100.0,,53.0,77.0,6.6,,89.0,0.16,,92.0,100.0,85.0,87.0,84.0,89.0,34.0,86.0,79.0,,,,,
2021,H5434,98.0,73.0,82.0,97.0,86.0,,,,83.0,0.1,89.0,84.0,80.0,96.0,79.0,85.0,,41.0,82.0,74.0,65.0,7.0,59.0,58.0,,94.0,87.0,85.0,54.0,91.0,79.0,,78.0,3.1,95.0,88.0,0.1,,86.0,99.0,68.0,86.0,85.0,88.0,7.0,80.0,80.0,42.0,11.0,12.0,16.0,13.0
2021,H5435,97.0,75.0,65.0,96.0,87.0,,,,68.0,0.21,90.0,78.0,65.0,95.0,76.0,84.0,,32.0,73.0,72.0,59.0,14.0,46.0,20.0,,100.0,85.0,82.0,50.0,98.0,81.0,,77.0,0.0,,97.0,0.21,,88.0,99.0,76.0,86.0,84.0,86.0,14.0,81.0,78.0,39.0,8.0,9.0,7.0,9.0
2021,H5439,97.0,71.0,72.0,97.0,85.0,,,,79.0,0.26,85.0,90.0,82.0,93.0,80.0,82.0,,45.0,80.0,66.0,51.0,27.0,49.0,42.0,,95.0,84.0,80.0,48.0,79.0,72.0,,77.0,7.5,81.0,98.0,0.26,,89.0,99.0,96.0,86.0,86.0,88.0,27.0,78.0,77.0,12.0,15.0,22.0,52.0,7.0
2021,H5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,
2021,H5471,99.0,49.0,83.0,100.0,87.0,97.0,97.0,99.0,77.0,0.28,90.0,82.0,85.0,99.0,76.0,83.0,,,80.0,70.0,76.0,23.0,56.0,85.0,,97.0,89.0,90.0,62.0,96.0,88.0,89.0,77.0,1.0,92.0,98.0,0.28,,91.0,99.0,82.0,78.0,84.0,84.0,23.0,90.0,87.0,8.0,10.0,15.0,28.0,5.0
2021,H5475,98.0,65.0,73.0,98.0,85.0,82.0,87.0,89.0,66.0,0.39,91.0,65.0,73.0,97.0,77.0,83.0,,45.0,83.0,59.0,57.0,15.0,56.0,,,99.0,82.0,85.0,65.0,95.0,65.0,27.0,80.0,5.1,,97.0,0.39,,89.0,99.0,71.0,76.0,77.0,78.0,15.0,85.0,83.0,17.0,21.0,36.0,36.0,
2021,H5496,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,82.0,,,,100.0,,80.0,80.0,84.0,,,92.0,,,,,
2021,H5521,99.0,81.0,80.0,97.0,87.0,,,,75.0,0.11,89.0,89.0,75.0,97.0,79.0,85.0,,44.0,81.0,68.0,66.0,6.0,54.0,51.0,,98.0,87.0,88.0,60.0,98.0,79.0,,80.0,1.5,97.0,97.0,0.11,,90.0,99.0,65.0,85.0,85.0,86.0,6.0,84.0,81.0,23.0,9.0,16.0,12.0,10.0
2021,H5522,98.0,76.0,74.0,97.0,88.0,,,,76.0,0.09,93.0,85.0,75.0,96.0,81.0,86.0,,45.0,83.0,68.0,91.0,8.0,48.0,48.0,,97.0,88.0,89.0,59.0,97.0,77.0,,78.0,1.5,92.0,97.0,0.09,,93.0,99.0,69.0,88.0,88.0,89.0,8.0,87.0,82.0,22.0,6.0,10.0,17.0,9.0
2021,H5525,99.0,75.0,73.0,100.0,89.0,,,,74.0,0.17,90.0,86.0,72.0,96.0,82.0,87.0,,39.0,74.0,70.0,86.0,15.0,47.0,50.0,,93.0,87.0,86.0,57.0,95.0,81.0,81.0,82.0,3.0,90.0,98.0,0.17,,92.0,99.0,84.0,85.0,86.0,86.0,15.0,87.0,81.0,35.0,10.0,17.0,19.0,11.0
2021,H5526,100.0,84.0,85.0,97.0,85.0,,,,83.0,0.02,91.0,88.0,85.0,96.0,79.0,85.0,,52.0,84.0,70.0,47.0,2.0,57.0,38.0,,100.0,88.0,89.0,58.0,90.0,91.0,,85.0,0.6,,95.0,0.02,,92.0,99.0,80.0,87.0,88.0,90.0,2.0,89.0,83.0,44.0,7.0,10.0,4.0,8.0
2021,H5528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5533,99.0,85.0,78.0,100.0,88.0,,,,80.0,0.03,91.0,89.0,82.0,95.0,82.0,85.0,,52.0,86.0,74.0,75.0,10.0,50.0,40.0,,100.0,87.0,86.0,57.0,98.0,89.0,,83.0,4.2,64.0,100.0,0.03,,92.0,99.0,74.0,89.0,89.0,91.0,10.0,84.0,81.0,28.0,6.0,9.0,13.0,5.0
2021,H5549,87.0,80.0,68.0,42.0,86.0,99.0,78.0,100.0,62.0,1.07,89.0,51.0,80.0,94.0,78.0,83.0,,47.0,,,28.0,10.0,66.0,,,93.0,86.0,85.0,90.0,88.0,79.0,77.0,78.0,8.9,,34.0,1.07,,91.0,100.0,86.0,89.0,91.0,89.0,10.0,86.0,91.0,,,,,
2021,H5576,98.0,69.0,76.0,95.0,85.0,96.0,93.0,93.0,71.0,0.12,93.0,83.0,82.0,96.0,76.0,85.0,,39.0,81.0,69.0,64.0,14.0,43.0,83.0,,95.0,87.0,89.0,52.0,100.0,88.0,69.0,77.0,2.2,,91.0,0.12,,93.0,100.0,93.0,87.0,87.0,87.0,14.0,88.0,80.0,34.0,10.0,21.0,24.0,
2021,H5577,100.0,43.0,85.0,95.0,85.0,97.0,98.0,98.0,88.0,0.07,91.0,81.0,84.0,100.0,73.0,82.0,,39.0,83.0,71.0,60.0,18.0,58.0,83.0,,98.0,87.0,93.0,67.0,99.0,80.0,67.0,78.0,0.0,89.0,97.0,0.07,,91.0,99.0,88.0,70.0,79.0,80.0,18.0,91.0,86.0,12.0,8.0,7.0,7.0,
2021,H5580,98.0,64.0,65.0,90.0,82.0,87.0,92.0,94.0,66.0,0.09,89.0,79.0,79.0,96.0,75.0,82.0,,,80.0,69.0,63.0,9.0,50.0,30.0,,96.0,85.0,88.0,71.0,90.0,67.0,60.0,77.0,9.6,73.0,84.0,0.09,,,99.0,26.0,80.0,80.0,79.0,9.0,85.0,80.0,7.0,6.0,8.0,18.0,7.0
2021,H5587,100.0,55.0,57.0,92.0,83.0,64.0,81.0,81.0,59.0,0.19,88.0,62.0,70.0,92.0,72.0,81.0,,45.0,86.0,67.0,35.0,12.0,51.0,23.0,,88.0,84.0,84.0,51.0,81.0,68.0,75.0,76.0,2.4,,94.0,0.19,,89.0,98.0,77.0,85.0,83.0,85.0,12.0,84.0,78.0,11.0,11.0,12.0,22.0,9.0
2021,H5590,,,,97.0,,96.0,99.0,95.0,63.0,0.5,,67.0,,,,,,46.0,,,49.0,16.0,48.0,,,82.0,,,61.0,100.0,,56.0,,12.5,,98.0,0.5,,,98.0,92.0,82.0,83.0,84.0,16.0,,81.0,15.0,17.0,26.0,28.0,
2021,H5591,100.0,78.0,83.0,98.0,88.0,97.0,97.0,98.0,82.0,0.04,94.0,90.0,87.0,95.0,82.0,85.0,,47.0,86.0,69.0,78.0,5.0,56.0,37.0,,100.0,88.0,91.0,46.0,93.0,81.0,83.0,84.0,0.7,100.0,95.0,0.04,,93.0,99.0,89.0,88.0,88.0,89.0,5.0,87.0,81.0,36.0,8.0,10.0,10.0,10.0
2021,H5593,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2021,H5594,100.0,67.0,86.0,89.0,84.0,98.0,99.0,99.0,86.0,0.09,90.0,90.0,87.0,98.0,79.0,85.0,,41.0,85.0,64.0,78.0,12.0,54.0,88.0,,98.0,88.0,90.0,60.0,99.0,86.0,90.0,76.0,0.0,,63.0,0.09,,93.0,97.0,87.0,86.0,87.0,88.0,12.0,89.0,89.0,12.0,12.0,19.0,23.0,6.0
2021,H5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5608,99.0,74.0,71.0,94.0,87.0,18.0,92.0,91.0,62.0,0.05,88.0,77.0,76.0,94.0,75.0,79.0,,37.0,82.0,73.0,78.0,9.0,55.0,,,100.0,86.0,85.0,69.0,97.0,88.0,39.0,88.0,4.3,,95.0,0.05,,90.0,100.0,87.0,80.0,78.0,81.0,9.0,83.0,89.0,18.0,20.0,29.0,21.0,
2021,H5613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5619,100.0,66.0,75.0,100.0,86.0,95.0,96.0,97.0,81.0,0.19,89.0,82.0,76.0,98.0,77.0,84.0,,39.0,78.0,72.0,77.0,14.0,51.0,46.0,,92.0,84.0,86.0,55.0,95.0,81.0,77.0,82.0,2.3,86.0,98.0,0.19,,89.0,99.0,83.0,85.0,85.0,86.0,14.0,87.0,83.0,20.0,13.0,17.0,21.0,9.0
2021,H5628,99.0,71.0,61.0,100.0,85.0,84.0,90.0,92.0,74.0,0.33,89.0,76.0,72.0,94.0,80.0,83.0,,44.0,86.0,65.0,49.0,11.0,50.0,,,88.0,86.0,84.0,62.0,75.0,68.0,43.0,83.0,0.0,,100.0,0.33,,91.0,99.0,82.0,86.0,85.0,85.0,11.0,85.0,78.0,15.0,18.0,30.0,32.0,11.0
2021,H5644,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,100.0,,,,,,,,,,,,
2021,H5649,100.0,76.0,72.0,94.0,78.0,92.0,94.0,97.0,74.0,0.06,,88.0,86.0,98.0,64.0,70.0,,44.0,81.0,74.0,51.0,14.0,60.0,75.0,,98.0,80.0,82.0,64.0,96.0,68.0,71.0,78.0,2.1,77.0,94.0,0.06,,,100.0,60.0,79.0,84.0,83.0,14.0,83.0,85.0,14.0,16.0,18.0,30.0,17.0
2021,H5652,99.0,93.0,76.0,96.0,84.0,95.0,97.0,99.0,81.0,0.15,95.0,89.0,89.0,86.0,83.0,84.0,,49.0,85.0,70.0,80.0,1.0,65.0,,,,86.0,87.0,67.0,,,94.0,,0.0,,97.0,0.15,,92.0,99.0,93.0,87.0,84.0,88.0,1.0,86.0,83.0,,,,,
2021,H5656,98.0,71.0,61.0,98.0,82.0,,,,63.0,0.59,,81.0,66.0,96.0,76.0,79.0,,,86.0,69.0,53.0,31.0,53.0,,,,,81.0,59.0,,,,86.0,0.0,,97.0,0.59,,,99.0,78.0,83.0,82.0,83.0,31.0,85.0,87.0,14.0,16.0,31.0,52.0,10.0
2021,H5703,97.0,,80.0,92.0,,,,,71.0,,,78.0,85.0,,,,,,,,55.0,,,,,,,,,,,52.0,,,,94.0,,,,99.0,83.0,90.0,93.0,88.0,,,83.0,,,,,
2021,H5742,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,100.0,,,,,,,,,,,,
2021,H5746,98.0,69.0,63.0,100.0,,,,,63.0,0.3,89.0,77.0,71.0,93.0,74.0,,,,77.0,71.0,63.0,21.0,50.0,,,,,83.0,67.0,,80.0,,88.0,0.0,,98.0,0.3,,,99.0,79.0,81.0,73.0,77.0,21.0,82.0,77.0,31.0,17.0,23.0,30.0,
2021,H5774,100.0,42.0,86.0,78.0,84.0,98.0,99.0,99.0,93.0,0.11,91.0,87.0,88.0,99.0,72.0,82.0,,52.0,80.0,70.0,67.0,16.0,56.0,64.0,,99.0,89.0,93.0,66.0,98.0,82.0,31.0,78.0,0.7,88.0,80.0,0.11,,91.0,99.0,89.0,73.0,82.0,83.0,16.0,91.0,85.0,19.0,13.0,14.0,16.0,21.0
2021,H5779,99.0,67.0,75.0,98.0,87.0,,,,71.0,0.57,89.0,83.0,68.0,98.0,78.0,82.0,,43.0,74.0,65.0,79.0,29.0,51.0,,,97.0,84.0,82.0,64.0,95.0,,,70.0,0.0,,97.0,0.57,,88.0,99.0,76.0,83.0,84.0,85.0,29.0,85.0,85.0,12.0,14.0,26.0,47.0,8.0
2021,H5793,98.0,73.0,76.0,97.0,84.0,,,,73.0,0.07,89.0,87.0,79.0,93.0,80.0,83.0,,42.0,85.0,76.0,78.0,16.0,52.0,49.0,,95.0,86.0,84.0,60.0,97.0,77.0,,83.0,1.7,,97.0,0.07,,90.0,99.0,64.0,86.0,86.0,87.0,16.0,82.0,83.0,23.0,7.0,17.0,11.0,7.0
2021,H5810,98.0,68.0,71.0,100.0,82.0,81.0,91.0,92.0,67.0,0.54,89.0,76.0,79.0,97.0,75.0,81.0,,,90.0,77.0,59.0,19.0,62.0,,,,87.0,88.0,67.0,,,42.0,80.0,5.0,,100.0,0.54,,87.0,99.0,76.0,78.0,81.0,80.0,19.0,88.0,83.0,,,,,
2021,H5823,98.0,69.0,60.0,100.0,83.0,71.0,88.0,91.0,69.0,0.14,89.0,83.0,76.0,94.0,77.0,79.0,,,88.0,70.0,56.0,14.0,54.0,25.0,,95.0,84.0,82.0,64.0,70.0,70.0,37.0,87.0,0.0,,100.0,0.14,,88.0,99.0,64.0,86.0,85.0,82.0,14.0,84.0,82.0,11.0,15.0,24.0,27.0,
2021,H5826,90.0,75.0,82.0,97.0,84.0,52.0,89.0,82.0,75.0,0.07,,65.0,79.0,95.0,73.0,79.0,,43.0,81.0,68.0,52.0,9.0,54.0,,,87.0,83.0,85.0,68.0,83.0,74.0,42.0,87.0,0.0,,98.0,0.07,,,99.0,86.0,80.0,82.0,82.0,9.0,84.0,82.0,15.0,8.0,12.0,23.0,7.0
2021,H5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5841,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,
2021,H5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,H5852,100.0,83.0,,69.0,82.0,96.0,97.0,95.0,73.0,,88.0,87.0,57.0,,78.0,82.0,,,91.0,78.0,63.0,,,,,,86.0,86.0,,,,46.0,,,,75.0,,,,100.0,77.0,87.0,89.0,83.0,,91.0,79.0,,,,,
2021,H5854,98.0,72.0,79.0,98.0,88.0,89.0,93.0,94.0,74.0,0.27,88.0,87.0,84.0,97.0,79.0,82.0,,44.0,84.0,67.0,78.0,22.0,54.0,50.0,,94.0,87.0,86.0,62.0,98.0,79.0,46.0,83.0,0.4,,99.0,0.27,,91.0,99.0,80.0,84.0,84.0,86.0,22.0,84.0,83.0,13.0,9.0,17.0,21.0,10.0
2021,H5859,99.0,65.0,64.0,81.0,82.0,90.0,94.0,95.0,70.0,0.07,,80.0,81.0,92.0,80.0,77.0,,52.0,82.0,68.0,87.0,3.0,56.0,35.0,,90.0,86.0,87.0,72.0,90.0,81.0,47.0,78.0,12.2,85.0,76.0,0.07,,,95.0,87.0,85.0,86.0,83.0,3.0,85.0,82.0,,,,,
2021,H5883,100.0,76.0,81.0,100.0,86.0,,,,87.0,0.12,88.0,91.0,83.0,99.0,77.0,83.0,,42.0,86.0,65.0,80.0,7.0,49.0,70.0,,100.0,86.0,86.0,55.0,95.0,81.0,,81.0,4.1,95.0,98.0,0.12,,91.0,98.0,89.0,85.0,84.0,87.0,7.0,84.0,84.0,39.0,10.0,16.0,14.0,11.0
2021,H5926,97.0,60.0,69.0,100.0,86.0,76.0,85.0,88.0,72.0,0.24,92.0,70.0,68.0,94.0,78.0,83.0,,,77.0,74.0,45.0,14.0,49.0,,,89.0,84.0,85.0,65.0,87.0,70.0,42.0,75.0,0.0,,100.0,0.24,,91.0,99.0,75.0,81.0,80.0,81.0,14.0,86.0,82.0,20.0,18.0,24.0,29.0,17.0
